station,date,DP10,DP1X,DT32,DX70,DX90,EMNT,EMXP,EMXT,HTDD,MNPN,MXPN,PRCP,TAVG,TMAX,country,latitude,longitude,elevation,location,geometry
AGM00060437,2005-01-01T00:00:00,44.0,4.0,,,,,2.24,,,,,22.22,,,GH,36.283,2.733,1036.0,MEDEA                                  60437,POINT (304236.16833801667 4314344.78612882)
AGM00060437,2006-01-01T00:00:00,53.0,3.0,,175.0,39.0,,5.43,98.0,,,,29.31,,68.5,GH,36.283,2.733,1036.0,MEDEA                                  60437,POINT (304236.16833801667 4314344.78612882)
AGM00060437,2007-01-01T00:00:00,68.0,7.0,,139.0,38.0,,2.6,99.0,,,,34.57,,66.6,GH,36.283,2.733,1036.0,MEDEA                                  60437,POINT (304236.16833801667 4314344.78612882)
AGM00060437,2008-01-01T00:00:00,59.0,3.0,,140.0,43.0,,1.38,100.0,,,,24.83,,66.7,GH,36.283,2.733,1036.0,MEDEA                                  60437,POINT (304236.16833801667 4314344.78612882)
AGM00060437,2010-01-01T00:00:00,75.0,2.0,,153.0,42.0,,1.46,99.0,,,,30.55,,67.2,GH,36.283,2.733,1036.0,MEDEA                                  60437,POINT (304236.16833801667 4314344.78612882)
AGM00060437,2011-01-01T00:00:00,68.0,3.0,,158.0,45.0,,2.24,101.0,,,,33.62,,67.9,GH,36.283,2.733,1036.0,MEDEA                                  60437,POINT (304236.16833801667 4314344.78612882)
AGM00060437,2012-01-01T00:00:00,62.0,11.0,,163.0,64.0,,1.73,103.0,,,,30.99,,68.5,GH,36.283,2.733,1036.0,MEDEA                                  60437,POINT (304236.16833801667 4314344.78612882)
AGM00060437,2013-01-01T00:00:00,77.0,3.0,,162.0,27.0,,2.44,101.0,,,,33.31,,66.0,GH,36.283,2.733,1036.0,MEDEA                                  60437,POINT (304236.16833801667 4314344.78612882)
AGM00060437,2015-01-01T00:00:00,56.0,7.0,,172.0,57.0,,3.46,117.0,,,,27.59,,69.7,GH,36.283,2.733,1036.0,MEDEA                                  60437,POINT (304236.16833801667 4314344.78612882)
AGM00060437,2016-01-01T00:00:00,54.0,8.0,,,,,3.19,,,,,30.52,,,GH,36.283,2.733,1036.0,MEDEA                                  60437,POINT (304236.16833801667 4314344.78612882)
AGM00060437,2017-01-01T00:00:00,51.0,8.0,,,,,2.68,,,,,32.15,,,GH,36.283,2.733,1036.0,MEDEA                                  60437,POINT (304236.16833801667 4314344.78612882)
AGM00060437,2018-01-01T00:00:00,68.0,16.0,,,,,2.56,,,,,43.19,,,GH,36.283,2.733,1036.0,MEDEA                                  60437,POINT (304236.16833801667 4314344.78612882)
AGM00060437,2019-01-01T00:00:00,53.0,4.0,,,,,1.77,,,,,27.19,,,GH,36.283,2.733,1036.0,MEDEA                                  60437,POINT (304236.16833801667 4314344.78612882)
AGM00060437,2020-01-01T00:00:00,43.0,4.0,,,,,1.93,,,,,20.06,,,GH,36.283,2.733,1036.0,MEDEA                                  60437,POINT (304236.16833801667 4314344.78612882)
AGM00060437,2023-01-01T00:00:00,49.0,7.0,,,,,2.01,,,,,25.35,,,GH,36.283,2.733,1036.0,MEDEA                                  60437,POINT (304236.16833801667 4314344.78612882)
AGM00060452,2005-01-01T00:00:00,26.0,1.0,0.0,213.0,21.0,33.0,1.14,101.0,,,,10.11,65.9,72.9,GH,35.817,-0.267,4.0,ARZEW                                  60452,POINT (-29722.304041804044 4250464.256786061)
AGM00060452,2006-01-01T00:00:00,33.0,2.0,0.0,,,40.0,1.89,,,,,11.96,,,GH,35.817,-0.267,4.0,ARZEW                                  60452,POINT (-29722.304041804044 4250464.256786061)
AGM00060452,2007-01-01T00:00:00,37.0,4.0,0.0,196.0,14.0,39.0,3.66,99.0,913.0,,,19.56,66.3,73.0,GH,35.817,-0.267,4.0,ARZEW                                  60452,POINT (-29722.304041804044 4250464.256786061)
AGM00060452,2008-01-01T00:00:00,31.0,1.0,0.0,216.0,17.0,38.0,1.97,99.0,997.0,,,13.03,66.7,73.6,GH,35.817,-0.267,4.0,ARZEW                                  60452,POINT (-29722.304041804044 4250464.256786061)
AGM00060452,2010-01-01T00:00:00,38.0,1.0,0.0,228.0,7.0,37.0,1.06,101.0,,,,13.46,67.3,73.8,GH,35.817,-0.267,4.0,ARZEW                                  60452,POINT (-29722.304041804044 4250464.256786061)
AGM00060452,2011-01-01T00:00:00,29.0,3.0,,213.0,17.0,,1.77,100.0,,,,13.39,,73.7,GH,35.817,-0.267,4.0,ARZEW                                  60452,POINT (-29722.304041804044 4250464.256786061)
AGM00060452,2012-01-01T00:00:00,30.0,2.0,,200.0,21.0,,1.57,104.0,,,,14.26,,72.9,GH,35.817,-0.267,4.0,ARZEW                                  60452,POINT (-29722.304041804044 4250464.256786061)
AGM00060452,2018-01-01T00:00:00,40.0,0.0,,,,,0.91,,,,,14.36,,,GH,35.817,-0.267,4.0,ARZEW                                  60452,POINT (-29722.304041804044 4250464.256786061)
AGM00060452,2019-01-01T00:00:00,27.0,0.0,,,,,0.94,,,,,8.55,,,GH,35.817,-0.267,4.0,ARZEW                                  60452,POINT (-29722.304041804044 4250464.256786061)
AGM00060452,2020-01-01T00:00:00,23.0,1.0,,,,,1.3,,,,,8.9,,,GH,35.817,-0.267,4.0,ARZEW                                  60452,POINT (-29722.304041804044 4250464.256786061)
AGM00060452,2021-01-01T00:00:00,25.0,1.0,0.0,,,43.0,1.02,,,,,11.47,,,GH,35.817,-0.267,4.0,ARZEW                                  60452,POINT (-29722.304041804044 4250464.256786061)
AGM00060452,2022-01-01T00:00:00,,,0.0,,,44.0,,,,,,,,,GH,35.817,-0.267,4.0,ARZEW                                  60452,POINT (-29722.304041804044 4250464.256786061)
AGM00060452,2023-01-01T00:00:00,16.0,1.0,0.0,,,41.0,1.22,,,,,6.56,,,GH,35.817,-0.267,4.0,ARZEW                                  60452,POINT (-29722.304041804044 4250464.256786061)
AGM00060457,2005-01-01T00:00:00,35.0,1.0,,204.0,42.0,,1.38,103.0,,,,12.68,,74.0,GH,35.883,0.117,138.0,MOSTAGANEM                             60457,POINT (13024.380422813008 4259488.587931116)
AGM00060457,2006-01-01T00:00:00,31.0,5.0,,228.0,60.0,,3.54,108.0,,,,21.91,,75.9,GH,35.883,0.117,138.0,MOSTAGANEM                             60457,POINT (13024.380422813008 4259488.587931116)
AGM00060457,2007-01-01T00:00:00,42.0,2.0,,180.0,25.0,,1.42,108.0,,,,17.17,,73.5,GH,35.883,0.117,138.0,MOSTAGANEM                             60457,POINT (13024.380422813008 4259488.587931116)
AGM00060457,2008-01-01T00:00:00,42.0,1.0,,199.0,33.0,,3.35,102.0,,,,18.43,,74.0,GH,35.883,0.117,138.0,MOSTAGANEM                             60457,POINT (13024.380422813008 4259488.587931116)
AGM00060457,2010-01-01T00:00:00,35.0,2.0,,215.0,44.0,,1.42,106.0,,,,16.35,,74.8,GH,35.883,0.117,138.0,MOSTAGANEM                             60457,POINT (13024.380422813008 4259488.587931116)
AGM00060457,2011-01-01T00:00:00,,,,218.0,51.0,,,105.0,,,,,,75.8,GH,35.883,0.117,138.0,MOSTAGANEM                             60457,POINT (13024.380422813008 4259488.587931116)
AGM00060457,2012-01-01T00:00:00,34.0,4.0,,198.0,57.0,,2.83,113.0,,,,19.7,,74.7,GH,35.883,0.117,138.0,MOSTAGANEM                             60457,POINT (13024.380422813008 4259488.587931116)
AGM00060457,2013-01-01T00:00:00,40.0,3.0,,196.0,37.0,,2.87,105.0,,,,21.94,,73.1,GH,35.883,0.117,138.0,MOSTAGANEM                             60457,POINT (13024.380422813008 4259488.587931116)
AGM00060457,2015-01-01T00:00:00,31.0,2.0,,219.0,55.0,,1.1,108.0,,,,11.79,,75.3,GH,35.883,0.117,138.0,MOSTAGANEM                             60457,POINT (13024.380422813008 4259488.587931116)
AGM00060457,2016-01-01T00:00:00,32.0,0.0,,,,,0.94,,,,,10.68,,,GH,35.883,0.117,138.0,MOSTAGANEM                             60457,POINT (13024.380422813008 4259488.587931116)
AGM00060457,2017-01-01T00:00:00,22.0,3.0,,,,,2.28,,,,,12.68,,,GH,35.883,0.117,138.0,MOSTAGANEM                             60457,POINT (13024.380422813008 4259488.587931116)
AGM00060457,2018-01-01T00:00:00,47.0,1.0,0.0,,,34.0,1.38,,,,,16.54,,,GH,35.883,0.117,138.0,MOSTAGANEM                             60457,POINT (13024.380422813008 4259488.587931116)
AGM00060457,2019-01-01T00:00:00,26.0,1.0,,,,,1.06,,,,,10.42,,,GH,35.883,0.117,138.0,MOSTAGANEM                             60457,POINT (13024.380422813008 4259488.587931116)
AGM00060457,2022-01-01T00:00:00,,,2.0,,,32.0,,,,,,,,,GH,35.883,0.117,138.0,MOSTAGANEM                             60457,POINT (13024.380422813008 4259488.587931116)
AGM00060457,2023-01-01T00:00:00,15.0,1.0,0.0,,,32.0,1.38,,,,,7.59,,,GH,35.883,0.117,138.0,MOSTAGANEM                             60457,POINT (13024.380422813008 4259488.587931116)
AGM00060461,2008-01-01T00:00:00,36.0,0.0,,155.0,3.0,,0.94,96.0,,,,12.1,,70.1,GH,35.7,-0.65,22.0,ORAN-PORT                              60461,POINT (-72357.66901562782 4234485.15545978)
AGM00060461,2010-01-01T00:00:00,36.0,2.0,,180.0,0.0,,2.44,90.0,,,,13.83,,70.5,GH,35.7,-0.65,22.0,ORAN-PORT                              60461,POINT (-72357.66901562782 4234485.15545978)
AGM00060461,2011-01-01T00:00:00,30.0,2.0,,174.0,3.0,,1.73,92.0,,,,11.09,,70.6,GH,35.7,-0.65,22.0,ORAN-PORT                              60461,POINT (-72357.66901562782 4234485.15545978)
AGM00060461,2012-01-01T00:00:00,29.0,3.0,,188.0,10.0,,1.3,101.0,,,,11.11,,71.4,GH,35.7,-0.65,22.0,ORAN-PORT                              60461,POINT (-72357.66901562782 4234485.15545978)
AGM00060461,2022-01-01T00:00:00,,,,214.0,7.0,,,97.0,,,,,,71.9,GH,35.7,-0.65,22.0,ORAN-PORT                              60461,POINT (-72357.66901562782 4234485.15545978)
AGM00060461,2023-01-01T00:00:00,14.0,1.0,,198.0,10.0,,1.93,97.0,,,,7.06,,72.0,GH,35.7,-0.65,22.0,ORAN-PORT                              60461,POINT (-72357.66901562782 4234485.15545978)
AGM00060490,1997-01-01T00:00:00,26.0,1.0,,,,,6.69,,,,,16.37,,,GH,35.624,-0.621,89.9,ES SENIA                               60490,POINT (-69129.40378262289 4224118.240513491)
AGM00060490,2005-01-01T00:00:00,32.0,1.0,,,,,1.22,,,,,11.42,,,GH,35.624,-0.621,89.9,ES SENIA                               60490,POINT (-69129.40378262289 4224118.240513491)
AGM00060490,2006-01-01T00:00:00,31.0,1.0,,,,,1.06,,,,,12.21,,,GH,35.624,-0.621,89.9,ES SENIA                               60490,POINT (-69129.40378262289 4224118.240513491)
AGM00060490,2007-01-01T00:00:00,36.0,7.0,,,,,2.68,,,,,19.52,,,GH,35.624,-0.621,89.9,ES SENIA                               60490,POINT (-69129.40378262289 4224118.240513491)
AGM00060490,2008-01-01T00:00:00,39.0,2.0,,,,,2.17,,,,,16.15,,,GH,35.624,-0.621,89.9,ES SENIA                               60490,POINT (-69129.40378262289 4224118.240513491)
AGM00060490,2010-01-01T00:00:00,43.0,3.0,,,,,2.72,,,,,16.61,,,GH,35.624,-0.621,89.9,ES SENIA                               60490,POINT (-69129.40378262289 4224118.240513491)
AGM00060490,2011-01-01T00:00:00,33.0,3.0,,,,,1.97,,,,,15.93,,,GH,35.624,-0.621,89.9,ES SENIA                               60490,POINT (-69129.40378262289 4224118.240513491)
AGM00060490,2012-01-01T00:00:00,36.0,2.0,,,,,2.01,,,,,16.34,,,GH,35.624,-0.621,89.9,ES SENIA                               60490,POINT (-69129.40378262289 4224118.240513491)
AGM00060490,2015-01-01T00:00:00,26.0,1.0,,,,,1.57,,,,,10.97,,,GH,35.624,-0.621,89.9,ES SENIA                               60490,POINT (-69129.40378262289 4224118.240513491)
AGM00060490,2016-01-01T00:00:00,28.0,1.0,,,,,1.77,,,,,11.67,,,GH,35.624,-0.621,89.9,ES SENIA                               60490,POINT (-69129.40378262289 4224118.240513491)
AGM00060490,2017-01-01T00:00:00,23.0,3.0,,,,,1.93,,,,,10.04,,,GH,35.624,-0.621,89.9,ES SENIA                               60490,POINT (-69129.40378262289 4224118.240513491)
AGM00060490,2018-01-01T00:00:00,48.0,4.0,,,,,1.5,,,,,21.71,,,GH,35.624,-0.621,89.9,ES SENIA                               60490,POINT (-69129.40378262289 4224118.240513491)
AGM00060490,2019-01-01T00:00:00,29.0,3.0,,,,,1.34,,,,,11.78,,,GH,35.624,-0.621,89.9,ES SENIA                               60490,POINT (-69129.40378262289 4224118.240513491)
AGM00060490,2020-01-01T00:00:00,22.0,1.0,,,,,1.85,,,,,9.73,,,GH,35.624,-0.621,89.9,ES SENIA                               60490,POINT (-69129.40378262289 4224118.240513491)
AGM00060490,2021-01-01T00:00:00,28.0,0.0,,,,,0.87,,,,,10.24,,,GH,35.624,-0.621,89.9,ES SENIA                               60490,POINT (-69129.40378262289 4224118.240513491)
AGM00060490,2023-01-01T00:00:00,19.0,1.0,,,,,1.3,,,,,7.37,,,GH,35.624,-0.621,89.9,ES SENIA                               60490,POINT (-69129.40378262289 4224118.240513491)
AGM00060506,1995-01-01T00:00:00,,,,215.0,50.0,,,105.0,,,,,,75.7,GH,35.6,0.3,476.0,MASCARA-MATEMORE                       60506,POINT (33395.84723798207 4220846.543971496)
AGM00060506,1997-01-01T00:00:00,,,,215.0,54.0,,,103.0,,,,,,76.2,GH,35.6,0.3,476.0,MASCARA-MATEMORE                       60506,POINT (33395.84723798207 4220846.543971496)
AGM00060507,2003-01-01T00:00:00,,,,196.0,108.0,,,113.0,,,,,,76.8,GH,35.208,0.147,513.9,GHRISS                                 60507,POINT (16363.965146611215 4167548.088453555)
AGM00060507,2005-01-01T00:00:00,30.0,1.0,,,,,1.02,,,,,9.33,,,GH,35.208,0.147,513.9,GHRISS                                 60507,POINT (16363.965146611215 4167548.088453555)
AGM00060507,2006-01-01T00:00:00,31.0,2.0,,,,,1.57,,,,,10.62,,,GH,35.208,0.147,513.9,GHRISS                                 60507,POINT (16363.965146611215 4167548.088453555)
AGM00060507,2007-01-01T00:00:00,38.0,1.0,,,,,1.02,,,,,16.43,,,GH,35.208,0.147,513.9,GHRISS                                 60507,POINT (16363.965146611215 4167548.088453555)
AGM00060507,2010-01-01T00:00:00,44.0,1.0,,,,,1.54,,,,,17.51,,,GH,35.208,0.147,513.9,GHRISS                                 60507,POINT (16363.965146611215 4167548.088453555)
AGM00060507,2011-01-01T00:00:00,34.0,2.0,,,,,1.97,,,,,16.19,,,GH,35.208,0.147,513.9,GHRISS                                 60507,POINT (16363.965146611215 4167548.088453555)
AGM00060507,2012-01-01T00:00:00,36.0,4.0,,,,,1.18,,,,,17.07,,,GH,35.208,0.147,513.9,GHRISS                                 60507,POINT (16363.965146611215 4167548.088453555)
AGM00060507,2015-01-01T00:00:00,32.0,2.0,,,,,1.1,,,,,14.15,,,GH,35.208,0.147,513.9,GHRISS                                 60507,POINT (16363.965146611215 4167548.088453555)
AGM00060507,2016-01-01T00:00:00,35.0,3.0,,,,,1.14,,,,,16.29,,,GH,35.208,0.147,513.9,GHRISS                                 60507,POINT (16363.965146611215 4167548.088453555)
AGM00060507,2017-01-01T00:00:00,30.0,2.0,,,,,2.87,,,,,12.51,,,GH,35.208,0.147,513.9,GHRISS                                 60507,POINT (16363.965146611215 4167548.088453555)
AGM00060507,2018-01-01T00:00:00,52.0,2.0,,,,,1.46,,,,,19.84,,,GH,35.208,0.147,513.9,GHRISS                                 60507,POINT (16363.965146611215 4167548.088453555)
AGM00060507,2019-01-01T00:00:00,28.0,0.0,,,,,0.91,,,,,10.97,,,GH,35.208,0.147,513.9,GHRISS                                 60507,POINT (16363.965146611215 4167548.088453555)
AGM00060507,2020-01-01T00:00:00,22.0,0.0,,,,,0.94,,,,,8.37,,,GH,35.208,0.147,513.9,GHRISS                                 60507,POINT (16363.965146611215 4167548.088453555)
AGM00060507,2021-01-01T00:00:00,22.0,0.0,,,,,0.71,,,,,7.22,,,GH,35.208,0.147,513.9,GHRISS                                 60507,POINT (16363.965146611215 4167548.088453555)
AGM00060507,2022-01-01T00:00:00,31.0,0.0,,,,,0.83,,,,,10.9,,,GH,35.208,0.147,513.9,GHRISS                                 60507,POINT (16363.965146611215 4167548.088453555)
AGM00060507,2023-01-01T00:00:00,17.0,0.0,,,,,0.59,,,,,5.46,,,GH,35.208,0.147,513.9,GHRISS                                 60507,POINT (16363.965146611215 4167548.088453555)
AGM00060511,2005-01-01T00:00:00,28.0,2.0,,,,,4.25,,,,,14.92,,,GH,35.341,1.463,989.1,BOU CHEKIF                             60511,POINT (162860.41503055926 4185602.213588135)
AGM00060511,2006-01-01T00:00:00,33.0,0.0,,,,,0.83,,,,,12.51,,,GH,35.341,1.463,989.1,BOU CHEKIF                             60511,POINT (162860.41503055926 4185602.213588135)
AGM00060511,2007-01-01T00:00:00,44.0,2.0,,,,,2.91,,,,,16.56,,,GH,35.341,1.463,989.1,BOU CHEKIF                             60511,POINT (162860.41503055926 4185602.213588135)
AGM00060511,2008-01-01T00:00:00,45.0,0.0,,,,,0.94,,,,,15.03,,,GH,35.341,1.463,989.1,BOU CHEKIF                             60511,POINT (162860.41503055926 4185602.213588135)
AGM00060511,2010-01-01T00:00:00,51.0,2.0,,,,,1.18,,,,,18.6,,,GH,35.341,1.463,989.1,BOU CHEKIF                             60511,POINT (162860.41503055926 4185602.213588135)
AGM00060511,2011-01-01T00:00:00,38.0,1.0,,,,,1.14,,,,,13.48,,,GH,35.341,1.463,989.1,BOU CHEKIF                             60511,POINT (162860.41503055926 4185602.213588135)
AGM00060511,2012-01-01T00:00:00,42.0,1.0,,,,,1.81,,,,,15.61,,,GH,35.341,1.463,989.1,BOU CHEKIF                             60511,POINT (162860.41503055926 4185602.213588135)
AGM00060511,2015-01-01T00:00:00,30.0,1.0,,,,,1.06,,,,,10.93,,,GH,35.341,1.463,989.1,BOU CHEKIF                             60511,POINT (162860.41503055926 4185602.213588135)
AGM00060511,2016-01-01T00:00:00,43.0,0.0,,,,,0.94,,,,,13.22,,,GH,35.341,1.463,989.1,BOU CHEKIF                             60511,POINT (162860.41503055926 4185602.213588135)
AGM00060511,2017-01-01T00:00:00,34.0,1.0,,,,,1.38,,,,,11.94,,,GH,35.341,1.463,989.1,BOU CHEKIF                             60511,POINT (162860.41503055926 4185602.213588135)
AGM00060511,2018-01-01T00:00:00,57.0,5.0,39.0,,,26.0,2.01,,,,,24.12,,,GH,35.341,1.463,989.1,BOU CHEKIF                             60511,POINT (162860.41503055926 4185602.213588135)
AGM00060511,2019-01-01T00:00:00,35.0,1.0,,,,,1.22,,,,,13.13,,,GH,35.341,1.463,989.1,BOU CHEKIF                             60511,POINT (162860.41503055926 4185602.213588135)
AGM00060511,2020-01-01T00:00:00,33.0,1.0,,,,,1.02,,,,,10.96,,,GH,35.341,1.463,989.1,BOU CHEKIF                             60511,POINT (162860.41503055926 4185602.213588135)
AGM00060511,2021-01-01T00:00:00,27.0,0.0,,,,,0.63,,,,,8.44,,,GH,35.341,1.463,989.1,BOU CHEKIF                             60511,POINT (162860.41503055926 4185602.213588135)
AGM00060511,2022-01-01T00:00:00,37.0,2.0,,,,,1.34,,,,,14.4,,,GH,35.341,1.463,989.1,BOU CHEKIF                             60511,POINT (162860.41503055926 4185602.213588135)
AGM00060511,2023-01-01T00:00:00,21.0,2.0,,,,,1.06,,,,,8.85,,,GH,35.341,1.463,989.1,BOU CHEKIF                             60511,POINT (162860.41503055926 4185602.213588135)
AGM00060514,2005-01-01T00:00:00,18.0,1.0,35.0,,,22.0,2.17,,,,,8.02,,,GH,35.167,2.317,801.0,KSAR CHELLALA                          60514,POINT (257927.26016801488 4161988.5518741794)
AGM00060514,2006-01-01T00:00:00,28.0,1.0,,,,,1.73,,,,,9.46,,,GH,35.167,2.317,801.0,KSAR CHELLALA                          60514,POINT (257927.26016801488 4161988.5518741794)
AGM00060514,2007-01-01T00:00:00,32.0,0.0,5.0,,,26.0,0.87,,,,,10.76,,,GH,35.167,2.317,801.0,KSAR CHELLALA                          60514,POINT (257927.26016801488 4161988.5518741794)
AGM00060514,2008-01-01T00:00:00,27.0,0.0,,175.0,85.0,,0.91,111.0,,,,10.57,,74.3,GH,35.167,2.317,801.0,KSAR CHELLALA                          60514,POINT (257927.26016801488 4161988.5518741794)
AGM00060514,2010-01-01T00:00:00,32.0,1.0,,,,,1.57,,,,,11.35,,,GH,35.167,2.317,801.0,KSAR CHELLALA                          60514,POINT (257927.26016801488 4161988.5518741794)
AGM00060514,2011-01-01T00:00:00,27.0,1.0,13.0,,,26.0,1.26,,,,,12.07,,,GH,35.167,2.317,801.0,KSAR CHELLALA                          60514,POINT (257927.26016801488 4161988.5518741794)
AGM00060514,2012-01-01T00:00:00,22.0,1.0,,,,,1.14,,,,,9.24,,,GH,35.167,2.317,801.0,KSAR CHELLALA                          60514,POINT (257927.26016801488 4161988.5518741794)
AGM00060514,2015-01-01T00:00:00,17.0,0.0,12.0,213.0,92.0,28.0,0.98,109.0,,,,8.42,64.5,76.5,GH,35.167,2.317,801.0,KSAR CHELLALA                          60514,POINT (257927.26016801488 4161988.5518741794)
AGM00060514,2016-01-01T00:00:00,,,9.0,,,28.0,,,,,,,,,GH,35.167,2.317,801.0,KSAR CHELLALA                          60514,POINT (257927.26016801488 4161988.5518741794)
AGM00060514,2018-01-01T00:00:00,,,8.0,,,28.0,,,,,,,,,GH,35.167,2.317,801.0,KSAR CHELLALA                          60514,POINT (257927.26016801488 4161988.5518741794)
AGM00060514,2020-01-01T00:00:00,,,15.0,,,26.0,,,,,,,,,GH,35.167,2.317,801.0,KSAR CHELLALA                          60514,POINT (257927.26016801488 4161988.5518741794)
AGM00060514,2022-01-01T00:00:00,,,20.0,,,26.0,,,,,,,,,GH,35.167,2.317,801.0,KSAR CHELLALA                          60514,POINT (257927.26016801488 4161988.5518741794)
AGM00060514,2023-01-01T00:00:00,,,20.0,,,24.0,,,,,,,,,GH,35.167,2.317,801.0,KSAR CHELLALA                          60514,POINT (257927.26016801488 4161988.5518741794)
AGM00060520,2005-01-01T00:00:00,29.0,0.0,43.0,211.0,81.0,18.0,0.71,110.0,2428.0,,,8.53,62.8,75.7,GH,35.2,-0.617,476.0,SIDI-BEL-ABBES                         60520,POINT (-68684.1258194498 4166463.078539102)
AGM00060520,2006-01-01T00:00:00,28.0,2.0,12.0,226.0,90.0,28.0,1.02,107.0,,,,10.59,64.7,77.2,GH,35.2,-0.617,476.0,SIDI-BEL-ABBES                         60520,POINT (-68684.1258194498 4166463.078539102)
AGM00060520,2007-01-01T00:00:00,36.0,1.0,19.0,187.0,60.0,23.0,1.46,107.0,,,,13.68,62.0,75.0,GH,35.2,-0.617,476.0,SIDI-BEL-ABBES                         60520,POINT (-68684.1258194498 4166463.078539102)
AGM00060520,2008-01-01T00:00:00,35.0,1.0,36.0,203.0,78.0,25.0,1.26,105.0,,,,14.92,62.5,75.8,GH,35.2,-0.617,476.0,SIDI-BEL-ABBES                         60520,POINT (-68684.1258194498 4166463.078539102)
AGM00060520,2010-01-01T00:00:00,48.0,3.0,9.0,209.0,82.0,24.0,1.18,110.0,1716.0,,,16.65,63.8,76.4,GH,35.2,-0.617,476.0,SIDI-BEL-ABBES                         60520,POINT (-68684.1258194498 4166463.078539102)
AGM00060520,2011-01-01T00:00:00,35.0,3.0,28.0,210.0,87.0,25.0,1.34,109.0,,,,16.12,63.1,76.9,GH,35.2,-0.617,476.0,SIDI-BEL-ABBES                         60520,POINT (-68684.1258194498 4166463.078539102)
AGM00060520,2012-01-01T00:00:00,29.0,1.0,,203.0,110.0,,1.89,113.0,,,,10.83,,76.9,GH,35.2,-0.617,476.0,SIDI-BEL-ABBES                         60520,POINT (-68684.1258194498 4166463.078539102)
AGM00060520,2015-01-01T00:00:00,28.0,1.0,,243.0,90.0,,1.57,110.0,,,,12.07,,77.8,GH,35.2,-0.617,476.0,SIDI-BEL-ABBES                         60520,POINT (-68684.1258194498 4166463.078539102)
AGM00060520,2016-01-01T00:00:00,,,12.0,,,28.0,,,2034.0,,,,,,GH,35.2,-0.617,476.0,SIDI-BEL-ABBES                         60520,POINT (-68684.1258194498 4166463.078539102)
AGM00060520,2017-01-01T00:00:00,,,28.0,,,25.0,,,,,,,,,GH,35.2,-0.617,476.0,SIDI-BEL-ABBES                         60520,POINT (-68684.1258194498 4166463.078539102)
AGM00060520,2018-01-01T00:00:00,,,16.0,,,28.0,,,,,,,,,GH,35.2,-0.617,476.0,SIDI-BEL-ABBES                         60520,POINT (-68684.1258194498 4166463.078539102)
AGM00060520,2019-01-01T00:00:00,,,41.0,,,19.0,,,,,,,,,GH,35.2,-0.617,476.0,SIDI-BEL-ABBES                         60520,POINT (-68684.1258194498 4166463.078539102)
AGM00060520,2020-01-01T00:00:00,,,23.0,,,23.0,,,,,,,,,GH,35.2,-0.617,476.0,SIDI-BEL-ABBES                         60520,POINT (-68684.1258194498 4166463.078539102)
AGM00060536,2004-01-01T00:00:00,43.0,2.0,,,,,1.69,,,,,17.91,,,GH,34.867,0.15,752.0,SAIDA                                  60536,POINT (16697.923618991033 4121394.683896813)
AGM00060536,2006-01-01T00:00:00,28.0,2.0,,221.0,99.0,,1.34,107.0,,,,12.27,,76.6,GH,34.867,0.15,752.0,SAIDA                                  60536,POINT (16697.923618991033 4121394.683896813)
AGM00060536,2007-01-01T00:00:00,40.0,2.0,,176.0,80.0,,2.24,106.0,,,,16.99,,74.4,GH,34.867,0.15,752.0,SAIDA                                  60536,POINT (16697.923618991033 4121394.683896813)
AGM00060536,2008-01-01T00:00:00,48.0,3.0,,187.0,79.0,,1.61,108.0,,,,17.95,,74.6,GH,34.867,0.15,752.0,SAIDA                                  60536,POINT (16697.923618991033 4121394.683896813)
AGM00060536,2010-01-01T00:00:00,43.0,1.0,,210.0,87.0,,1.02,108.0,,,,16.07,,76.5,GH,34.867,0.15,752.0,SAIDA                                  60536,POINT (16697.923618991033 4121394.683896813)
AGM00060536,2011-01-01T00:00:00,37.0,2.0,,206.0,90.0,,1.06,108.0,,,,16.16,,76.2,GH,34.867,0.15,752.0,SAIDA                                  60536,POINT (16697.923618991033 4121394.683896813)
AGM00060536,2015-01-01T00:00:00,31.0,4.0,,222.0,88.0,,2.24,110.0,,,,15.15,,76.5,GH,34.867,0.15,752.0,SAIDA                                  60536,POINT (16697.923618991033 4121394.683896813)
AGM00060536,2016-01-01T00:00:00,,,6.0,,,26.0,,,,,,,,,GH,34.867,0.15,752.0,SAIDA                                  60536,POINT (16697.923618991033 4121394.683896813)
AGM00060536,2019-01-01T00:00:00,,,23.0,,,24.0,,,,,,,,,GH,34.867,0.15,752.0,SAIDA                                  60536,POINT (16697.923618991033 4121394.683896813)
AGM00060536,2020-01-01T00:00:00,,,10.0,,,28.0,,,,,,,,,GH,34.867,0.15,752.0,SAIDA                                  60536,POINT (16697.923618991033 4121394.683896813)
AGM00060536,2023-01-01T00:00:00,21.0,0.0,14.0,240.0,101.0,26.0,0.79,112.0,1778.0,,,6.12,65.4,78.7,GH,34.867,0.15,752.0,SAIDA                                  60536,POINT (16697.923618991033 4121394.683896813)
AJ000037575,2016-01-01T00:00:00,,,,161.0,37.0,,,99.0,,,,,,66.4,GH,41.55,46.667,490.0,ZAKATALA                               37575,POINT (5194946.676849699 5065460.086853437)
AJ000037575,2017-01-01T00:00:00,,,,161.0,57.0,,,101.0,,,,,,68.2,GH,41.55,46.667,490.0,ZAKATALA                               37575,POINT (5194946.676849699 5065460.086853437)
