Continent,Region/Country,Product,Variable,Year,Unit,Quantity,Quantity (gallons),Code,Country
Africa,Morocco,Wine,Imports,2016.0,1000 hl,19.0,501927.0,MO,Morocco
Africa,Morocco,Wine,Production,2016.0,1000 hl,325.0,8585590.0,MO,Morocco
Africa,Morocco,Wine,Consumption,2017.0,1000 hl,360.0,9510192.0,MO,Morocco
Africa,Morocco,Wine,Exports,2017.0,1000 hl,10.0,264172.0,MO,Morocco
Africa,Morocco,Wine,Imports,2017.0,1000 hl,52.0,1373694.0,MO,Morocco
Africa,Morocco,Wine,Production,2017.0,1000 hl,344.0,9087517.0,MO,Morocco
Africa,Morocco,Wine,Consumption,2018.0,1000 hl,480.0,12680256.0,MO,Morocco
Africa,Morocco,Wine,Exports,2018.0,1000 hl,13.0,343424.0,MO,Morocco
Africa,Morocco,Wine,Imports,2018.0,1000 hl,177.0,4675844.0,MO,Morocco
Africa,Morocco,Wine,Production,2018.0,1000 hl,408.0,10778218.0,MO,Morocco
Africa,Morocco,Wine,Consumption,2019.0,1000 hl,611.0,16140909.0,MO,Morocco
Africa,Morocco,Wine,Exports,2019.0,1000 hl,10.0,264172.0,MO,Morocco
Africa,Morocco,Wine,Imports,2019.0,1000 hl,186.0,4913599.0,MO,Morocco
Africa,Morocco,Wine,Production,2019.0,1000 hl,474.0,12521753.0,MO,Morocco
Africa,Morocco,Wine,Consumption,2020.0,1000 hl,630.0,16642836.0,MO,Morocco
Africa,Morocco,Wine,Exports,2020.0,1000 hl,6.0,158503.0,MO,Morocco
Africa,Morocco,Wine,Imports,2020.0,1000 hl,208.0,5494778.0,MO,Morocco
Africa,Morocco,Wine,Production,2020.0,1000 hl,409.0,10804635.0,MO,Morocco
Africa,Morocco,Wine,Consumption,2021.0,1000 hl,588.0,15533314.0,MO,Morocco
Africa,Morocco,Wine,Exports,2021.0,1000 hl,3.0,79252.0,MO,Morocco
Africa,Morocco,Wine,Imports,2021.0,1000 hl,158.0,4173918.0,MO,Morocco
Africa,Morocco,Wine,Production,2021.0,1000 hl,409.0,10804635.0,MO,Morocco
Africa,Morocco,Wine,Consumption,2022.0,1000 hl,391.0,10329125.0,MO,Morocco
Africa,Morocco,Wine,Exports,2022.0,1000 hl,6.0,158503.0,MO,Morocco
Africa,Morocco,Wine,Imports,2022.0,1000 hl,224.0,5917453.0,MO,Morocco
Africa,Morocco,Wine,Production,2022.0,1000 hl,409.0,10804635.0,MO,Morocco
Africa,Morocco,Wine,Exports,2023.0,1000 hl,6.0,158503.0,MO,Morocco
Africa,Mauritius,Wine,Consumption,1995.0,1000 hl,10.0,264172.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,1995.0,1000 hl,1.0,26417.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,1995.0,1000 hl,11.0,290589.0,MP,Mauritius
Africa,Mauritius,Wine,Production,1995.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,1996.0,1000 hl,10.0,264172.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,1996.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,1996.0,1000 hl,10.0,264172.0,MP,Mauritius
Africa,Mauritius,Wine,Production,1996.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,1997.0,1000 hl,12.0,317006.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,1997.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,1997.0,1000 hl,12.0,317006.0,MP,Mauritius
Africa,Mauritius,Wine,Production,1997.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,1998.0,1000 hl,12.0,317006.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,1998.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,1998.0,1000 hl,12.0,317006.0,MP,Mauritius
Africa,Mauritius,Wine,Production,1998.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,1999.0,1000 hl,20.0,528344.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,1999.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,1999.0,1000 hl,20.0,528344.0,MP,Mauritius
Africa,Mauritius,Wine,Production,1999.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2000.0,1000 hl,16.0,422675.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2000.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2000.0,1000 hl,16.0,422675.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2000.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2001.0,1000 hl,11.0,290589.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2001.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2001.0,1000 hl,12.0,317006.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2001.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2002.0,1000 hl,12.0,317006.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2002.0,1000 hl,1.0,26417.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2002.0,1000 hl,13.0,343424.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2002.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2003.0,1000 hl,14.0,369841.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2003.0,1000 hl,1.0,26417.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2003.0,1000 hl,15.0,396258.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2003.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2004.0,1000 hl,16.0,422675.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2004.0,1000 hl,1.0,26417.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2004.0,1000 hl,16.0,422675.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2004.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2005.0,1000 hl,17.0,449092.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2005.0,1000 hl,1.0,26417.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2005.0,1000 hl,19.0,501927.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2005.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2006.0,1000 hl,15.0,396258.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2006.0,1000 hl,2.0,52834.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2006.0,1000 hl,17.0,449092.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2006.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2007.0,1000 hl,17.0,449092.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2007.0,1000 hl,1.0,26417.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2007.0,1000 hl,18.0,475510.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2007.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2008.0,1000 hl,19.0,501927.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2008.0,1000 hl,1.0,26417.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2008.0,1000 hl,20.0,528344.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2008.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2009.0,1000 hl,16.0,422675.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2009.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2009.0,1000 hl,16.0,422675.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2009.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2010.0,1000 hl,18.0,475510.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2010.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2010.0,1000 hl,20.0,528344.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2010.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2011.0,1000 hl,19.0,501927.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2011.0,1000 hl,2.0,52834.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2011.0,1000 hl,20.0,528344.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2011.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2012.0,1000 hl,17.0,449092.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2012.0,1000 hl,1.0,26417.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2012.0,1000 hl,18.0,475510.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2012.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2013.0,1000 hl,17.0,449092.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2013.0,1000 hl,1.0,26417.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2013.0,1000 hl,20.0,528344.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2013.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2014.0,1000 hl,19.0,501927.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2014.0,1000 hl,1.0,26417.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2014.0,1000 hl,20.0,528344.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2014.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2015.0,1000 hl,20.0,528344.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2015.0,1000 hl,3.0,79252.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2015.0,1000 hl,23.0,607596.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2015.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2016.0,1000 hl,22.0,581178.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2016.0,1000 hl,1.0,26417.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2016.0,1000 hl,25.0,660430.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2016.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2017.0,1000 hl,23.0,607596.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2017.0,1000 hl,1.0,26417.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2017.0,1000 hl,22.0,581178.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2017.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2018.0,1000 hl,23.0,607596.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2018.0,1000 hl,1.0,26417.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2018.0,1000 hl,25.0,660430.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2018.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2019.0,1000 hl,22.0,581178.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2019.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2019.0,1000 hl,20.0,528344.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2019.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2020.0,1000 hl,16.0,422675.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2020.0,1000 hl,1.0,26417.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2020.0,1000 hl,13.0,343424.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2020.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2021.0,1000 hl,16.0,422675.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2021.0,1000 hl,1.0,26417.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2021.0,1000 hl,12.0,317006.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2021.0,1000 hl,0.0,0.0,MP,Mauritius
Africa,Mauritius,Wine,Consumption,2022.0,1000 hl,16.0,422675.0,MP,Mauritius
Africa,Mauritius,Wine,Exports,2022.0,1000 hl,2.0,52834.0,MP,Mauritius
Africa,Mauritius,Wine,Imports,2022.0,1000 hl,39.0,1030271.0,MP,Mauritius
Africa,Mauritius,Wine,Production,2022.0,1000 hl,0.0,0.0,MP,Mauritius
,,,,,,,,MQ,Midway Islands [United States}
Africa,Mauritania,Wine,Consumption,1995.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,1995.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,1995.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,1996.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,1996.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,1996.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,1997.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,1997.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,1997.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,1998.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,1998.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,1998.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,1999.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,1999.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,1999.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2000.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2000.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2000.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2001.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2001.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2001.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2002.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2002.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2002.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2003.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2003.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2003.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2004.0,1000 hl,1.0,26417.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2004.0,1000 hl,1.0,26417.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2004.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2005.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2005.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2005.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2006.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2006.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2006.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2007.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2007.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2007.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2008.0,1000 hl,1.0,26417.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2008.0,1000 hl,1.0,26417.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2008.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2009.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2009.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2009.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2010.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2010.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2010.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2011.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2011.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2011.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2012.0,1000 hl,1.0,26417.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2012.0,1000 hl,1.0,26417.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2012.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2013.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2013.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2013.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2014.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2014.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2014.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2015.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2015.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2015.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2016.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2016.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2016.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2017.0,1000 hl,1.0,26417.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2017.0,1000 hl,1.0,26417.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2017.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2018.0,1000 hl,1.0,26417.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2018.0,1000 hl,1.0,26417.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2018.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2019.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2019.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2019.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2020.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2020.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2020.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2021.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2021.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2021.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Consumption,2022.0,1000 hl,0.0,0.0,MR,Mauritania
Africa,Mauritania,Wine,Imports,2022.0,1000 hl,1.0,26417.0,MR,Mauritania
Africa,Mauritania,Wine,Production,2022.0,1000 hl,0.0,0.0,MR,Mauritania
Europe,Malta,Wine,Consumption,1995.0,1000 hl,28.0,739682.0,MT,Malta
Europe,Malta,Wine,Exports,1995.0,1000 hl,0.0,0.0,MT,Malta
Europe,Malta,Wine,Imports,1995.0,1000 hl,5.0,132086.0,MT,Malta
Europe,Malta,Wine,Production,1995.0,1000 hl,32.0,845350.0,MT,Malta
Europe,Malta,Wine,Consumption,1996.0,1000 hl,32.0,845350.0,MT,Malta
Europe,Malta,Wine,Exports,1996.0,1000 hl,0.0,0.0,MT,Malta
Europe,Malta,Wine,Imports,1996.0,1000 hl,5.0,132086.0,MT,Malta
Europe,Malta,Wine,Production,1996.0,1000 hl,32.0,845350.0,MT,Malta
Europe,Malta,Wine,Consumption,1997.0,1000 hl,32.0,845350.0,MT,Malta
Europe,Malta,Wine,Exports,1997.0,1000 hl,0.0,0.0,MT,Malta
Europe,Malta,Wine,Imports,1997.0,1000 hl,5.0,132086.0,MT,Malta
Europe,Malta,Wine,Production,1997.0,1000 hl,32.0,845350.0,MT,Malta
Europe,Malta,Wine,Consumption,1998.0,1000 hl,22.0,581178.0,MT,Malta
Europe,Malta,Wine,Exports,1998.0,1000 hl,1.0,26417.0,MT,Malta
Europe,Malta,Wine,Imports,1998.0,1000 hl,5.0,132086.0,MT,Malta
Europe,Malta,Wine,Production,1998.0,1000 hl,21.0,554761.0,MT,Malta
Europe,Malta,Wine,Consumption,1999.0,1000 hl,37.0,977436.0,MT,Malta
Europe,Malta,Wine,Exports,1999.0,1000 hl,1.0,26417.0,MT,Malta
Europe,Malta,Wine,Imports,1999.0,1000 hl,7.0,184920.0,MT,Malta
Europe,Malta,Wine,Production,1999.0,1000 hl,35.0,924602.0,MT,Malta
Europe,Malta,Wine,Consumption,2000.0,1000 hl,25.0,660430.0,MT,Malta
Europe,Malta,Wine,Exports,2000.0,1000 hl,1.0,26417.0,MT,Malta
Europe,Malta,Wine,Imports,2000.0,1000 hl,8.0,211338.0,MT,Malta
Europe,Malta,Wine,Production,2000.0,1000 hl,50.0,1320860.0,MT,Malta
Europe,Malta,Wine,Consumption,2001.0,1000 hl,30.0,792516.0,MT,Malta
Europe,Malta,Wine,Exports,2001.0,1000 hl,1.0,26417.0,MT,Malta
Europe,Malta,Wine,Imports,2001.0,1000 hl,8.0,211338.0,MT,Malta
Europe,Malta,Wine,Production,2001.0,1000 hl,67.0,1769952.0,MT,Malta
Europe,Malta,Wine,Consumption,2002.0,1000 hl,35.0,924602.0,MT,Malta
Europe,Malta,Wine,Exports,2002.0,1000 hl,1.0,26417.0,MT,Malta
Europe,Malta,Wine,Imports,2002.0,1000 hl,9.0,237755.0,MT,Malta
Europe,Malta,Wine,Production,2002.0,1000 hl,62.0,1637866.0,MT,Malta
Europe,Malta,Wine,Consumption,2003.0,1000 hl,70.0,1849204.0,MT,Malta
Europe,Malta,Wine,Exports,2003.0,1000 hl,1.0,26417.0,MT,Malta
Europe,Malta,Wine,Imports,2003.0,1000 hl,9.0,237755.0,MT,Malta
Europe,Malta,Wine,Production,2003.0,1000 hl,100.0,2641720.0,MT,Malta
Europe,Malta,Wine,Consumption,2004.0,1000 hl,70.0,1849204.0,MT,Malta
Europe,Malta,Wine,Exports,2004.0,1000 hl,0.0,0.0,MT,Malta
Europe,Malta,Wine,Imports,2004.0,1000 hl,32.0,845350.0,MT,Malta
Europe,Malta,Wine,Production,2004.0,1000 hl,70.0,1849204.0,MT,Malta
Europe,Malta,Wine,Consumption,2005.0,1000 hl,70.0,1849204.0,MT,Malta
Europe,Malta,Wine,Exports,2005.0,1000 hl,2.0,52834.0,MT,Malta
Europe,Malta,Wine,Imports,2005.0,1000 hl,46.0,1215191.0,MT,Malta
Europe,Malta,Wine,Production,2005.0,1000 hl,60.0,1585032.0,MT,Malta
Europe,Malta,Wine,Consumption,2006.0,1000 hl,118.0,3117230.0,MT,Malta
Europe,Malta,Wine,Exports,2006.0,1000 hl,1.0,26417.0,MT,Malta
Europe,Malta,Wine,Imports,2006.0,1000 hl,64.0,1690701.0,MT,Malta
Europe,Malta,Wine,Production,2006.0,1000 hl,65.0,1717118.0,MT,Malta
Europe,Malta,Wine,Consumption,2007.0,1000 hl,79.0,2086959.0,MT,Malta
Europe,Malta,Wine,Exports,2007.0,1000 hl,2.0,52834.0,MT,Malta
Europe,Malta,Wine,Imports,2007.0,1000 hl,43.0,1135940.0,MT,Malta
Europe,Malta,Wine,Production,2007.0,1000 hl,48.0,1268026.0,MT,Malta
Europe,Malta,Wine,Consumption,2008.0,1000 hl,66.0,1743535.0,MT,Malta
Europe,Malta,Wine,Exports,2008.0,1000 hl,1.0,26417.0,MT,Malta
Europe,Malta,Wine,Imports,2008.0,1000 hl,45.0,1188774.0,MT,Malta
Europe,Malta,Wine,Production,2008.0,1000 hl,32.0,845350.0,MT,Malta
Europe,Malta,Wine,Consumption,2009.0,1000 hl,73.0,1928456.0,MT,Malta
Europe,Malta,Wine,Exports,2009.0,1000 hl,1.0,26417.0,MT,Malta
Europe,Malta,Wine,Imports,2009.0,1000 hl,46.0,1215191.0,MT,Malta
Europe,Malta,Wine,Production,2009.0,1000 hl,37.0,977436.0,MT,Malta
Europe,Malta,Wine,Consumption,2010.0,1000 hl,65.0,1717118.0,MT,Malta
Europe,Malta,Wine,Exports,2010.0,1000 hl,1.0,26417.0,MT,Malta
Europe,Malta,Wine,Imports,2010.0,1000 hl,48.0,1268026.0,MT,Malta
Europe,Malta,Wine,Production,2010.0,1000 hl,15.0,396258.0,MT,Malta
Europe,Malta,Wine,Consumption,2011.0,1000 hl,60.0,1585032.0,MT,Malta
Europe,Malta,Wine,Exports,2011.0,1000 hl,1.0,26417.0,MT,Malta
Europe,Malta,Wine,Imports,2011.0,1000 hl,57.0,1505780.0,MT,Malta
Europe,Malta,Wine,Production,2011.0,1000 hl,15.0,396258.0,MT,Malta
Europe,Malta,Wine,Consumption,2012.0,1000 hl,65.0,1717118.0,MT,Malta
Europe,Malta,Wine,Exports,2012.0,1000 hl,1.0,26417.0,MT,Malta
Europe,Malta,Wine,Imports,2012.0,1000 hl,51.0,1347277.0,MT,Malta
Europe,Malta,Wine,Production,2012.0,1000 hl,22.0,581178.0,MT,Malta
Europe,Malta,Wine,Consumption,2013.0,1000 hl,62.0,1637866.0,MT,Malta
Europe,Malta,Wine,Exports,2013.0,1000 hl,1.0,26417.0,MT,Malta
Europe,Malta,Wine,Imports,2013.0,1000 hl,48.0,1268026.0,MT,Malta
Europe,Malta,Wine,Production,2013.0,1000 hl,21.0,554761.0,MT,Malta
Europe,Malta,Wine,Consumption,2014.0,1000 hl,60.0,1585032.0,MT,Malta
Europe,Malta,Wine,Exports,2014.0,1000 hl,0.0,0.0,MT,Malta
Europe,Malta,Wine,Imports,2014.0,1000 hl,50.0,1320860.0,MT,Malta
Europe,Malta,Wine,Production,2014.0,1000 hl,21.0,554761.0,MT,Malta
Europe,Malta,Wine,Consumption,2015.0,1000 hl,67.0,1769952.0,MT,Malta
Europe,Malta,Wine,Exports,2015.0,1000 hl,0.0,0.0,MT,Malta
Europe,Malta,Wine,Imports,2015.0,1000 hl,59.0,1558615.0,MT,Malta
